"3rd i-stem m./f. nom. sg.","--","3rd i-stem m./f. nom. sg."
"3rd i-stem m./f. gen. sg.","-is","3rd i-stem m./f. gen. sg."
"3rd i-stem m./f. dat. sg.","-ī","3rd i-stem m./f. dat. sg."
"3rd i-stem m./f. acc. sg.","-em","3rd i-stem m./f. acc. sg."
"3rd i-stem m./f. abl. sg.","-e","3rd i-stem m./f. abl. sg."
"3rd i-stem m./f. voc. sg.","--","3rd i-stem m./f. voc. sg."
"3rd i-stem m./f. nom. pl.","-ēs","3rd i-stem m./f. nom. pl."
"3rd i-stem m./f. gen. pl.","-ium","3rd i-stem m./f. gen. pl."
"3rd i-stem m./f. dat. pl.","-ibus","3rd i-stem m./f. dat. pl."
"3rd i-stem m./f. acc. pl.","-ēs","3rd i-stem m./f. acc. pl."
"3rd i-stem m./f. abl. pl.","-ibus","3rd i-stem m./f. abl. pl."
"3rd i-stem m./f. voc. pl.","-ēs","3rd i-stem m./f. voc. pl."
"3rd i-stem n. nom. sg.","--","3rd i-stem n. nom. sg."
"3rd i-stem n. gen. sg.","-is","3rd i-stem n. gen. sg."
"3rd i-stem n. dat. sg.","-ī","3rd i-stem n. dat. sg."
"3rd i-stem n. acc. sg.","--","3rd i-stem n. acc. sg."
"3rd i-stem n. abl. sg.","-ī","3rd i-stem n. abl. sg."
"3rd i-stem n. voc. sg.","--","3rd i-stem n. voc. sg."
"3rd i-stem n. nom. pl.","-ia","3rd i-stem n. nom. pl."
"3rd i-stem n. gen. pl.","-ium","3rd i-stem n. gen. pl."
"3rd i-stem n. dat. pl.","-ibus","3rd i-stem n. dat. pl."
"3rd i-stem n. acc. pl.","-ia","3rd i-stem n. acc. pl."
"3rd i-stem n. abl. pl.","-ibus","3rd i-stem n. abl. pl."
"3rd i-stem n. voc. pl.","-ia","3rd i-stem n. voc. pl."
