"3rd c-stem m./f. nom. sg.","--","3rd c-stem m./f. nom. sg."
"3rd c-stem m./f. gen. sg.","-is","3rd c-stem m./f. gen. sg."
"3rd c-stem m./f. dat. sg.","-ī","3rd c-stem m./f. dat. sg."
"3rd c-stem m./f. acc. sg.","-em","3rd c-stem m./f. acc. sg."
"3rd c-stem m./f. abl. sg.","-e","3rd c-stem m./f. abl. sg."
"3rd c-stem m./f. voc. sg.","--","3rd c-stem m./f. voc. sg."
"3rd c-stem m./f. nom. pl.","-ēs","3rd c-stem m./f. nom. pl."
"3rd c-stem m./f. gen. pl.","-um","3rd c-stem m./f. gen. pl."
"3rd c-stem m./f. dat. pl.","-ibus","3rd c-stem m./f. dat. pl."
"3rd c-stem m./f. acc. pl.","-ēs","3rd c-stem m./f. acc. pl."
"3rd c-stem m./f. abl. pl.","-ibus","3rd c-stem m./f. abl. pl."
"3rd c-stem m./f. voc. pl.","-ēs","3rd c-stem m./f. voc. pl."
"3rd c-stem n. nom. sg.","--","3rd c-stem n. nom. sg."
"3rd c-stem n. gen. sg.","-is","3rd c-stem n. gen. sg."
"3rd c-stem n. dat. sg.","-ī","3rd c-stem n. dat. sg."
"3rd c-stem n. acc. sg.","--","3rd c-stem n. acc. sg."
"3rd c-stem n. abl. sg.","-e","3rd c-stem n. abl. sg."
"3rd c-stem n. voc. sg.","--","3rd c-stem n. voc. sg."
"3rd c-stem n. nom. pl.","-a","3rd c-stem n. nom. pl."
"3rd c-stem n. gen. pl.","-um","3rd c-stem n. gen. pl."
"3rd c-stem n. dat. pl.","-ibus","3rd c-stem n. dat. pl."
"3rd c-stem n. acc. pl.","-a","3rd c-stem n. acc. pl."
"3rd c-stem n. abl. pl.","-ibus","3rd c-stem n. abl. pl."
"3rd c-stem n. voc. pl.","-a","3rd c-stem n. voc. pl."
